user_id,cluster_id,profile
u:GWA,3,FAST_BURNER
u:Gf6,3,FAST_BURNER
u:Gi_,3,FAST_BURNER
u:Gl0,1,REPETITION_BUILDER
u:GnO,3,FAST_BURNER
u:H16,2,STEADY_RETAINER
u:H9_,3,FAST_BURNER
u:HHq,1,REPETITION_BUILDER
u:HN5,1,REPETITION_BUILDER
u:HPb,1,REPETITION_BUILDER
u:HQx,2,STEADY_RETAINER
u:HUJ,1,REPETITION_BUILDER
u:HZw,3,FAST_BURNER
u:Hbw,1,REPETITION_BUILDER
u:Hcn,2,STEADY_RETAINER
u:Hzu,1,REPETITION_BUILDER
u:I3M,1,REPETITION_BUILDER
u:IAx,1,REPETITION_BUILDER
u:IJH,1,REPETITION_BUILDER
u:IP5,2,STEADY_RETAINER
u:IQx,3,FAST_BURNER
u:IUZ,2,STEADY_RETAINER
u:IY_,3,FAST_BURNER
u:I_P,2,STEADY_RETAINER
u:I_f,1,REPETITION_BUILDER
u:Ia_,1,REPETITION_BUILDER
u:Ibw,3,FAST_BURNER
u:Igl,1,REPETITION_BUILDER
u:Ij3,1,REPETITION_BUILDER
u:Iov,2,STEADY_RETAINER
u:IrZ,3,FAST_BURNER
u:It4,1,REPETITION_BUILDER
u:IwZ,3,FAST_BURNER
u:Ixl,2,STEADY_RETAINER
u:JIN,2,STEADY_RETAINER
u:JIU,2,STEADY_RETAINER
u:JIg,2,STEADY_RETAINER
u:JR_,1,REPETITION_BUILDER
u:JUF,2,STEADY_RETAINER
u:JZo,1,REPETITION_BUILDER
u:JcQ,1,REPETITION_BUILDER
u:Ji-,1,REPETITION_BUILDER
u:Jij,3,FAST_BURNER
u:KH5,1,REPETITION_BUILDER
u:KJi,1,REPETITION_BUILDER
u:KXr,1,REPETITION_BUILDER
u:KY_,1,REPETITION_BUILDER
u:KaR,1,REPETITION_BUILDER
u:KdA,2,STEADY_RETAINER
u:Kj0,1,REPETITION_BUILDER
u:KuP,2,STEADY_RETAINER
u:Kv,2,STEADY_RETAINER
u:Kz_,3,FAST_BURNER
u:L6X,1,REPETITION_BUILDER
u:L6j,1,REPETITION_BUILDER
u:LA0,3,FAST_BURNER
u:LJM,1,REPETITION_BUILDER
u:LKZ,1,REPETITION_BUILDER
u:Ljt,1,REPETITION_BUILDER
u:M0Z,1,REPETITION_BUILDER
u:M3n,2,STEADY_RETAINER
u:M5X,1,REPETITION_BUILDER
u:MCs,2,STEADY_RETAINER
u:MM7,3,FAST_BURNER
u:MNy,1,REPETITION_BUILDER
u:MZg,1,REPETITION_BUILDER
u:Mh8,2,STEADY_RETAINER
u:Mxn,2,STEADY_RETAINER
u:Mxz,3,FAST_BURNER
u:N1R,1,REPETITION_BUILDER
u:N2R,1,REPETITION_BUILDER
u:N2a,1,REPETITION_BUILDER
u:N7i,1,REPETITION_BUILDER
u:NNH,3,FAST_BURNER
u:NO9,1,REPETITION_BUILDER
u:NPs,3,FAST_BURNER
u:NQZ,1,REPETITION_BUILDER
u:NU4,3,FAST_BURNER
u:NaA,1,REPETITION_BUILDER
u:Niz,3,FAST_BURNER
u:NjX,1,REPETITION_BUILDER
u:Nr2,2,STEADY_RETAINER
u:NuB,1,REPETITION_BUILDER
u:O4e,2,STEADY_RETAINER
u:O7S,1,REPETITION_BUILDER
u:O7p,1,REPETITION_BUILDER
u:OGW,1,REPETITION_BUILDER
u:OLB,1,REPETITION_BUILDER
u:ORo,2,STEADY_RETAINER
u:OWO,3,FAST_BURNER
u:OXu,1,REPETITION_BUILDER
u:OZK,2,STEADY_RETAINER
u:OmY,1,REPETITION_BUILDER
u:OnX,1,REPETITION_BUILDER
u:OvI,1,REPETITION_BUILDER
u:P8P,1,REPETITION_BUILDER
u:PN0,1,REPETITION_BUILDER
u:PU3,1,REPETITION_BUILDER
u:PaW,1,REPETITION_BUILDER
u:Pd,1,REPETITION_BUILDER
u:Pfd,2,STEADY_RETAINER
u:Ph-,1,REPETITION_BUILDER
u:Pn-,1,REPETITION_BUILDER
u:Poi,1,REPETITION_BUILDER
u:Pqz,1,REPETITION_BUILDER
u:PsW,1,REPETITION_BUILDER
u:Pzy,2,STEADY_RETAINER
u:Q-F,1,REPETITION_BUILDER
u:Q5k,2,STEADY_RETAINER
u:Q9S,1,REPETITION_BUILDER
u:QJB,1,REPETITION_BUILDER
u:QLf,1,REPETITION_BUILDER
u:QS9,1,REPETITION_BUILDER
u:QVC,3,FAST_BURNER
u:QbV,1,REPETITION_BUILDER
u:Qbq,1,REPETITION_BUILDER
u:Qgj,3,FAST_BURNER
u:QkD,1,REPETITION_BUILDER
u:R-a,1,REPETITION_BUILDER
u:R2z,1,REPETITION_BUILDER
u:RAt,3,FAST_BURNER
u:RLH,2,STEADY_RETAINER
u:RLS,1,REPETITION_BUILDER
u:ROd,1,REPETITION_BUILDER
u:RQ5,1,REPETITION_BUILDER
u:RRT,1,REPETITION_BUILDER
u:Rdn,1,REPETITION_BUILDER
u:Rdt,1,REPETITION_BUILDER
u:RhQ,2,STEADY_RETAINER
u:RqF,1,REPETITION_BUILDER
u:Rqa,2,STEADY_RETAINER
u:Rrj,2,STEADY_RETAINER
u:RwK,3,FAST_BURNER
u:S6V,1,REPETITION_BUILDER
u:SGD,1,REPETITION_BUILDER
u:SOH,2,STEADY_RETAINER
u:SPJ,1,REPETITION_BUILDER
u:SRS,3,FAST_BURNER
u:SaT,1,REPETITION_BUILDER
u:SlA,1,REPETITION_BUILDER
u:Soi,1,REPETITION_BUILDER
u:Stc,1,REPETITION_BUILDER
u:Suz,2,STEADY_RETAINER
u:Sxp,3,FAST_BURNER
u:Sz-,1,REPETITION_BUILDER
u:Sza,1,REPETITION_BUILDER
u:T5Z,1,REPETITION_BUILDER
u:T69,1,REPETITION_BUILDER
u:TLP,1,REPETITION_BUILDER
u:TN3,1,REPETITION_BUILDER
u:Tb8,1,REPETITION_BUILDER
u:Tbo,1,REPETITION_BUILDER
u:Tfm,1,REPETITION_BUILDER
u:Th1,1,REPETITION_BUILDER
u:TpO,2,STEADY_RETAINER
u:UBO,1,REPETITION_BUILDER
u:UTj,2,STEADY_RETAINER
u:Uh,1,REPETITION_BUILDER
u:V0H,1,REPETITION_BUILDER
u:V73,1,REPETITION_BUILDER
u:VEE,1,REPETITION_BUILDER
u:VPz,1,REPETITION_BUILDER
u:VT8,1,REPETITION_BUILDER
u:VTZ,1,REPETITION_BUILDER
u:VUq,1,REPETITION_BUILDER
u:VVt,2,STEADY_RETAINER
u:VmT,1,REPETITION_BUILDER
u:Vp9,1,REPETITION_BUILDER
u:W-H,2,STEADY_RETAINER
u:W7R,1,REPETITION_BUILDER
u:WLs,1,REPETITION_BUILDER
u:WcO,1,REPETITION_BUILDER
u:WiH,2,STEADY_RETAINER
u:Wpr,1,REPETITION_BUILDER
u:Wym,3,FAST_BURNER
u:X4j,1,REPETITION_BUILDER
u:X7f,2,STEADY_RETAINER
u:XCB,1,REPETITION_BUILDER
u:XNQ,1,REPETITION_BUILDER
u:XRR,1,REPETITION_BUILDER
u:XnN,1,REPETITION_BUILDER
u:Xo6,1,REPETITION_BUILDER
u:Xq-,1,REPETITION_BUILDER
u:Xs0,1,REPETITION_BUILDER
u:Xvv,1,REPETITION_BUILDER
u:Y8d,1,REPETITION_BUILDER
u:Y9i,2,STEADY_RETAINER
u:YGQ,1,REPETITION_BUILDER
u:YV3,3,FAST_BURNER
u:YVz,1,REPETITION_BUILDER
u:Ya,1,REPETITION_BUILDER
u:YdJ,1,REPETITION_BUILDER
u:YeY,2,STEADY_RETAINER
u:YqE,1,REPETITION_BUILDER
u:Z-_,1,REPETITION_BUILDER
u:Z1L,1,REPETITION_BUILDER
u:Z2p,1,REPETITION_BUILDER
u:ZOP,2,STEADY_RETAINER
u:ZXA,1,REPETITION_BUILDER
u:Zj9,2,STEADY_RETAINER
u:Zkf,1,REPETITION_BUILDER
u:Zl3,1,REPETITION_BUILDER
u:ZoI,1,REPETITION_BUILDER
u:ZqG,1,REPETITION_BUILDER
u:ZqX,1,REPETITION_BUILDER
u:_2,3,FAST_BURNER
u:_4-,1,REPETITION_BUILDER
u:_6K,2,STEADY_RETAINER
u:_FD,1,REPETITION_BUILDER
u:_HQ,1,REPETITION_BUILDER
u:_KI,1,REPETITION_BUILDER
u:_RW,1,REPETITION_BUILDER
u:_bp,3,FAST_BURNER
u:_eX,1,REPETITION_BUILDER
u:_gI,1,REPETITION_BUILDER
u:_ui,1,REPETITION_BUILDER
u:_xf,1,REPETITION_BUILDER
u:b-Az,1,REPETITION_BUILDER
u:b-P1,1,REPETITION_BUILDER
u:b-Vx,1,REPETITION_BUILDER
u:b-a9,1,REPETITION_BUILDER
u:b-bm,1,REPETITION_BUILDER
u:b-d1,1,REPETITION_BUILDER
u:b-o7,1,REPETITION_BUILDER
u:b-t_,1,REPETITION_BUILDER
u:b03I,2,STEADY_RETAINER
u:b05D,1,REPETITION_BUILDER
u:b0Dn,1,REPETITION_BUILDER
u:b0G7,1,REPETITION_BUILDER
u:b0Uc,1,REPETITION_BUILDER
u:b0aD,1,REPETITION_BUILDER
u:b0qY,3,FAST_BURNER
u:b0xq,2,STEADY_RETAINER
u:b0yk,2,STEADY_RETAINER
u:b1ID,3,FAST_BURNER
u:b1SX,1,REPETITION_BUILDER
u:b1lG,1,REPETITION_BUILDER
u:b1sn,1,REPETITION_BUILDER
u:b1t8,3,FAST_BURNER
u:b1vg,1,REPETITION_BUILDER
u:b1yg,3,FAST_BURNER
u:b2Is,2,STEADY_RETAINER
u:b2Jl,2,STEADY_RETAINER
u:b2Qy,3,FAST_BURNER
u:b2T5,1,REPETITION_BUILDER
u:b2ZX,1,REPETITION_BUILDER
u:b37B,2,STEADY_RETAINER
u:b39D,1,REPETITION_BUILDER
u:b39L,1,REPETITION_BUILDER
u:b3D5,2,STEADY_RETAINER
u:b3J8,1,REPETITION_BUILDER
u:b3Qg,3,FAST_BURNER
u:b3RU,3,FAST_BURNER
u:b3Sc,1,REPETITION_BUILDER
u:b3WU,1,REPETITION_BUILDER
u:b3bQ,1,REPETITION_BUILDER
u:b3e5,2,STEADY_RETAINER
u:b3eG,2,STEADY_RETAINER
u:b4J,1,REPETITION_BUILDER
u:b4M,1,REPETITION_BUILDER
u:b4Ms,1,REPETITION_BUILDER
u:b4TL,1,REPETITION_BUILDER
u:b4uR,2,STEADY_RETAINER
u:b523,2,STEADY_RETAINER
u:b54Y,1,REPETITION_BUILDER
u:b5Da,2,STEADY_RETAINER
u:b5GM,1,REPETITION_BUILDER
u:b5PF,1,REPETITION_BUILDER
u:b5Pv,1,REPETITION_BUILDER
u:b5Vl,1,REPETITION_BUILDER
u:b5Yn,1,REPETITION_BUILDER
u:b5ZF,2,STEADY_RETAINER
u:b5_6,1,REPETITION_BUILDER
u:b5hH,2,STEADY_RETAINER
u:b5y3,1,REPETITION_BUILDER
u:b69c,1,REPETITION_BUILDER
u:b6Fm,1,REPETITION_BUILDER
u:b6b3,2,STEADY_RETAINER
u:b6bW,1,REPETITION_BUILDER
u:b6hN,1,REPETITION_BUILDER
u:b6lU,2,STEADY_RETAINER
u:b6pC,1,REPETITION_BUILDER
u:b6xL,1,REPETITION_BUILDER
u:b74x,2,STEADY_RETAINER
u:b7Iw,1,REPETITION_BUILDER
u:b7a9,1,REPETITION_BUILDER
u:b7jj,2,STEADY_RETAINER
u:b80r,1,REPETITION_BUILDER
u:b82E,1,REPETITION_BUILDER
u:b8Jk,1,REPETITION_BUILDER
u:b8QU,1,REPETITION_BUILDER
u:b8T,2,STEADY_RETAINER
u:b8UD,1,REPETITION_BUILDER
u:b8aP,1,REPETITION_BUILDER
u:b8a_,2,STEADY_RETAINER
u:b8co,1,REPETITION_BUILDER
u:b8iU,1,REPETITION_BUILDER
u:b8sH,2,STEADY_RETAINER
u:b8ye,3,FAST_BURNER
u:b93,1,REPETITION_BUILDER
u:b9G_,2,STEADY_RETAINER
u:b9Pi,2,STEADY_RETAINER
u:b9RG,1,REPETITION_BUILDER
u:b9_k,1,REPETITION_BUILDER
u:b9ek,1,REPETITION_BUILDER
u:b9hL,1,REPETITION_BUILDER
u:b9sM,3,FAST_BURNER
u:b9z9,3,FAST_BURNER
u:bAGW,3,FAST_BURNER
u:bAGn,1,REPETITION_BUILDER
u:bAH0,1,REPETITION_BUILDER
u:bAIE,2,STEADY_RETAINER
u:bAfu,1,REPETITION_BUILDER
u:bAx2,1,REPETITION_BUILDER
u:bAzA,2,STEADY_RETAINER
u:bBDq,1,REPETITION_BUILDER
u:bBVC,2,STEADY_RETAINER
u:bBVM,1,REPETITION_BUILDER
u:bBab,2,STEADY_RETAINER
u:bBpH,2,STEADY_RETAINER
u:bCAR,1,REPETITION_BUILDER
u:bCCg,1,REPETITION_BUILDER
u:bCD,2,STEADY_RETAINER
u:bCME,2,STEADY_RETAINER
u:bChj,1,REPETITION_BUILDER
u:bCj-,1,REPETITION_BUILDER
u:bCnC,2,STEADY_RETAINER
u:bCo_,1,REPETITION_BUILDER
u:bCws,1,REPETITION_BUILDER
u:bD4,2,STEADY_RETAINER
u:bD6C,1,REPETITION_BUILDER
u:bDNW,1,REPETITION_BUILDER
u:bDNh,2,STEADY_RETAINER
u:bDUh,1,REPETITION_BUILDER
u:bD_,1,REPETITION_BUILDER
u:bDa0,2,STEADY_RETAINER
u:bDiv,2,STEADY_RETAINER
u:bDm0,3,FAST_BURNER
u:bEPK,1,REPETITION_BUILDER
u:bEnB,1,REPETITION_BUILDER
u:bEny,1,REPETITION_BUILDER
u:bF-S,2,STEADY_RETAINER
u:bFZ7,1,REPETITION_BUILDER
u:bFm,3,FAST_BURNER
u:bFmJ,1,REPETITION_BUILDER
u:bFmg,1,REPETITION_BUILDER
u:bFsZ,3,FAST_BURNER
u:bG4P,1,REPETITION_BUILDER
u:bG7T,1,REPETITION_BUILDER
u:bGcE,1,REPETITION_BUILDER
u:bGj,1,REPETITION_BUILDER
u:bGkS,3,FAST_BURNER
u:bGsB,3,FAST_BURNER
u:bGxg,1,REPETITION_BUILDER
u:bH-,2,STEADY_RETAINER
u:bH7q,1,REPETITION_BUILDER
u:bHC0,2,STEADY_RETAINER
u:bHM,2,STEADY_RETAINER
u:bHO_,1,REPETITION_BUILDER
u:bHWr,1,REPETITION_BUILDER
u:bHlw,2,STEADY_RETAINER
u:bHml,1,REPETITION_BUILDER
u:bIH_,1,REPETITION_BUILDER
u:bIJK,1,REPETITION_BUILDER
u:bIay,1,REPETITION_BUILDER
u:bIl0,2,STEADY_RETAINER
u:bIu8,3,FAST_BURNER
u:bIzg,1,REPETITION_BUILDER
u:bJBE,1,REPETITION_BUILDER
u:bJD3,1,REPETITION_BUILDER
u:bJPm,1,REPETITION_BUILDER
u:bJje,1,REPETITION_BUILDER
u:bJxm,1,REPETITION_BUILDER
u:bK0S,1,REPETITION_BUILDER
u:bK6B,1,REPETITION_BUILDER
u:bKS5,3,FAST_BURNER
u:bKS8,2,STEADY_RETAINER
u:bKW1,1,REPETITION_BUILDER
u:bKWi,1,REPETITION_BUILDER
u:bKdU,1,REPETITION_BUILDER
u:bKn,1,REPETITION_BUILDER
u:bKuB,1,REPETITION_BUILDER
u:bL2p,1,REPETITION_BUILDER
u:bL4P,1,REPETITION_BUILDER
u:bL7A,1,REPETITION_BUILDER
u:bL7V,1,REPETITION_BUILDER
u:bLDw,1,REPETITION_BUILDER
u:bLIB,1,REPETITION_BUILDER
u:bL_,1,REPETITION_BUILDER
u:bLeK,1,REPETITION_BUILDER
u:bLts,3,FAST_BURNER
u:bM2I,1,REPETITION_BUILDER
u:bM8M,1,REPETITION_BUILDER
u:bMcY,2,STEADY_RETAINER
u:bMgX,1,REPETITION_BUILDER
u:bMu9,3,FAST_BURNER
u:bN6W,3,FAST_BURNER
u:bN72,1,REPETITION_BUILDER
u:bN9x,1,REPETITION_BUILDER
u:bNEL,1,REPETITION_BUILDER
u:bNRw,1,REPETITION_BUILDER
u:bNUg,1,REPETITION_BUILDER
u:bNdD,1,REPETITION_BUILDER
u:bNjj,1,REPETITION_BUILDER
u:bNq-,1,REPETITION_BUILDER
u:bOGA,1,REPETITION_BUILDER
u:bOOf,1,REPETITION_BUILDER
u:bOR0,2,STEADY_RETAINER
u:bOyb,2,STEADY_RETAINER
u:bPDp,1,REPETITION_BUILDER
u:bPGq,1,REPETITION_BUILDER
u:bPWi,2,STEADY_RETAINER
u:bPXG,1,REPETITION_BUILDER
u:bPn6,1,REPETITION_BUILDER
u:bPn8,2,STEADY_RETAINER
u:bQ7H,1,REPETITION_BUILDER
u:bQJk,1,REPETITION_BUILDER
u:bQOT,3,FAST_BURNER
u:bQa5,2,STEADY_RETAINER
u:bQmm,1,REPETITION_BUILDER
u:bQnY,1,REPETITION_BUILDER
u:bQqZ,1,REPETITION_BUILDER
u:bR-E,1,REPETITION_BUILDER
u:bR2B,1,REPETITION_BUILDER
u:bRKG,1,REPETITION_BUILDER
u:bRXc,1,REPETITION_BUILDER
u:bRhM,1,REPETITION_BUILDER
u:bRne,2,STEADY_RETAINER
u:bS2H,2,STEADY_RETAINER
u:bSI3,1,REPETITION_BUILDER
u:bSLI,1,REPETITION_BUILDER
u:bSN2,3,FAST_BURNER
u:bSTh,2,STEADY_RETAINER
u:bSYm,1,REPETITION_BUILDER
u:bShZ,1,REPETITION_BUILDER
u:bSig,1,REPETITION_BUILDER
u:bSnu,3,FAST_BURNER
u:bT0M,3,FAST_BURNER
u:bTAs,2,STEADY_RETAINER
u:bTF8,1,REPETITION_BUILDER
u:bTu7,2,STEADY_RETAINER
u:bTw7,1,REPETITION_BUILDER
u:bTz3,1,REPETITION_BUILDER
u:bUWt,2,STEADY_RETAINER
u:bUcT,1,REPETITION_BUILDER
u:bUgC,1,REPETITION_BUILDER
u:bUnR,2,STEADY_RETAINER
u:bV-R,1,REPETITION_BUILDER
u:bV4A,1,REPETITION_BUILDER
u:bVCF,1,REPETITION_BUILDER
u:bVCW,1,REPETITION_BUILDER
u:bVJz,1,REPETITION_BUILDER
u:bVTZ,1,REPETITION_BUILDER
u:bVes,1,REPETITION_BUILDER
u:bVso,3,FAST_BURNER
u:bW2J,1,REPETITION_BUILDER
u:bWAD,1,REPETITION_BUILDER
u:bWD,1,REPETITION_BUILDER
u:bWSh,1,REPETITION_BUILDER
u:bWW4,2,STEADY_RETAINER
u:bWbZ,2,STEADY_RETAINER
u:bWeB,1,REPETITION_BUILDER
u:bWee,1,REPETITION_BUILDER
u:bWeg,1,REPETITION_BUILDER
u:bWug,1,REPETITION_BUILDER
u:bWwF,1,REPETITION_BUILDER
u:bX4R,3,FAST_BURNER
u:bXOU,3,FAST_BURNER
u:bXbC,1,REPETITION_BUILDER
u:bXi,3,FAST_BURNER
u:bXkA,1,REPETITION_BUILDER
u:bXw4,3,FAST_BURNER
u:bY0j,2,STEADY_RETAINER
u:bY1r,2,STEADY_RETAINER
u:bY2A,1,REPETITION_BUILDER
u:bY8J,1,REPETITION_BUILDER
u:bYFx,1,REPETITION_BUILDER
u:bYIV,1,REPETITION_BUILDER
u:bYNj,1,REPETITION_BUILDER
u:bYcf,1,REPETITION_BUILDER
u:bYdr,2,STEADY_RETAINER
u:bYev,1,REPETITION_BUILDER
u:bYg5,1,REPETITION_BUILDER
u:bYgT,2,STEADY_RETAINER
u:bYi6,3,FAST_BURNER
u:bYk1,1,REPETITION_BUILDER
u:bYlS,1,REPETITION_BUILDER
u:bYtz,3,FAST_BURNER
u:bZ4J,1,REPETITION_BUILDER
u:bZ6z,3,FAST_BURNER
u:bZ98,1,REPETITION_BUILDER
u:bZDt,1,REPETITION_BUILDER
u:bZIY,1,REPETITION_BUILDER
u:bZKv,2,STEADY_RETAINER
u:bZ_,1,REPETITION_BUILDER
u:bZ_x,2,STEADY_RETAINER
u:bZb,2,STEADY_RETAINER
u:bZvV,2,STEADY_RETAINER
u:b_0r,2,STEADY_RETAINER
u:b_7E,2,STEADY_RETAINER
u:b_7U,1,REPETITION_BUILDER
u:b_Jo,1,REPETITION_BUILDER
u:b_Rm,3,FAST_BURNER
u:b_Sq,1,REPETITION_BUILDER
u:b_Vt,2,STEADY_RETAINER
u:b_Zm,2,STEADY_RETAINER
u:b__-,2,STEADY_RETAINER
u:b_d_,1,REPETITION_BUILDER
u:b_vd,3,FAST_BURNER
u:ba4D,1,REPETITION_BUILDER
u:ba4c,1,REPETITION_BUILDER
u:ba8E,1,REPETITION_BUILDER
u:baKP,2,STEADY_RETAINER
u:baKs,3,FAST_BURNER
u:baQd,3,FAST_BURNER
u:baRz,1,REPETITION_BUILDER
u:baiV,2,STEADY_RETAINER
u:bajl,3,FAST_BURNER
u:bapv,3,FAST_BURNER
u:basx,3,FAST_BURNER
u:batQ,1,REPETITION_BUILDER
u:bb53,2,STEADY_RETAINER
u:bbEC,2,STEADY_RETAINER
u:bbEJ,1,REPETITION_BUILDER
u:bbWi,2,STEADY_RETAINER
u:bb_1,1,REPETITION_BUILDER
u:bc9e,1,REPETITION_BUILDER
u:bcH_,3,FAST_BURNER
u:bcUe,1,REPETITION_BUILDER
u:bcXS,1,REPETITION_BUILDER
u:bcXm,1,REPETITION_BUILDER
u:bcaq,2,STEADY_RETAINER
u:bceW,2,STEADY_RETAINER
u:bcml,2,STEADY_RETAINER
u:bcmn,1,REPETITION_BUILDER
u:bcrE,1,REPETITION_BUILDER
u:bd4,3,FAST_BURNER
u:bdD0,1,REPETITION_BUILDER
u:bdG9,1,REPETITION_BUILDER
u:bdIj,2,STEADY_RETAINER
